id,brand,gear,model,price,fuel,mileage,hp,type,geo,model_year
103892,Peugeot,Manuell,206,23000,Bensin,13 500 - 13 999,74,Småbil,Haparanda,2006
103893,Ford,Manuell,MONDEO,0,Diesel,27 000 - 27 499,155,Kombi,Nordmaling,2007
103894,Ford,Manuell,MONDEO,6000,Bensin,19 500 - 19 999,130,Kombi,Härryda,2000
103895,Volvo,Manuell,V50,51000,Bensin,20 000 - 20 499,250,Kombi,Falköping,2007
103896,Mercedes-Benz,Automat,E240,44900,Bensin,19 500 - 19 999,176,Sedan,Haparanda,2003
103897,Porsche,Automat,911,610000,Bensin,5 000 - 5 499,384,Coupé,Botkyrka,2011
103898,Mercedes-Benz,Automat,SL350,139000,Bensin,20 500 - 20 999,244,Cab,Norrköping,2003
103899,Mercedes-Benz,Automat,639/2 VIANO,185000,Diesel,16 000 - 16 499,163,Familjebuss,Kalix,2012
103900,Volvo,Manuell,V70,27000,Diesel,26 000 - 26 499,163,Kombi,Sala,2002
103901,Peugeot,Manuell,3008,77000,Diesel,7 000 - 7 499,111,SUV,Mölndal,2011
103902,Honda,Manuell,CIVIC,43000,Bensin,12 000 - 12 499,140,Sedan,Nacka,2007
103903,Saab,Manuell,9-5,9000,Bensin,20 500 - 20 999,184,Kombi,Uppsala,2001
103904,Volvo,Manuell,S80,57000,Miljöbränsle/Hybrid,27 500 - 27 999,145,Sedan,Uddevalla,2008
103905,Honda,Manuell,CG9,2500,Bensin,18 500 - 18 999,146,Sedan,Halmstad,2000
103906,SEAT,Manuell,IBIZA,92000,Bensin,2 000 - 2 499,89,Halvkombi,Åsele,2016
103907,Volkswagen,Manuell,AMAROK,130000,Diesel,19 000 - 19 499,163,Yrkesfordon,Örebro,2011
103908,Volvo,Automat,S60,12500,Bensin,30 000 - 34 999,199,Sedan,Norrköping,2000
103909,BMW,Automat,520,249000,Diesel,8 000 - 8 499,190,Kombi,Älmhult,2015
103910,Mercedes-Benz,Automat,E220,275000,Diesel,9 000 - 9 499,170,Kombi,Vilhelmina,2016
103911,Mazda,Manuell,5,269000,Bensin,500 - 999,160,Cab,Östersund,2018
103912,Peugeot,Manuell,207,25000,Bensin,13 000 - 13 499,119,Halvkombi,Tibro,2007
103913,Dodge,Manuell,CHALLENGER,279900,Bensin,3 500 - 3 999,380,Coupé,Staffanstorp,2013
103914,Audi,Manuell,A4,27000,Bensin,26 000 - 26 499,149,Kombi,Sandviken,2001
103915,Volvo,Manuell,V70,105000,Diesel,10 000 - 10 499,108,Kombi,Övertorneå,2011
103916,Skoda,Automat,Octavia,69000,Bensin,17 000 - 17 499,160,Kombi,Lidköping,2010
103917,Chevrolet,Automat,CAPTIVA,120000,Diesel,9 000 - 9 499,183,SUV,Halmstad,2012
103918,Kia,Automat,STINGER,430000,Bensin,1 000 - 1 499,369,Sedan,Piteå,2018
103919,Opel,Automat,Omega,16000,Diesel,24 500 - 24 999,149,Sedan,Hässleholm,2002
103920,Audi,Manuell,A6,145000,Diesel,12 500 - 12 999,176,Sedan,Umeå,2012
103921,BMW,Manuell,328,25999,Bensin,17 000 - 17 499,193,Kombi,Jönköping,2000
103922,Mazda,Manuell,2,45000,Bensin,23 000 - 23 499,149,-,Kungsbacka,2006
103923,Volkswagen,Manuell,PASSAT,39900,Bensin,11 500 - 11 999,149,Sedan,Norrköping,2006
103924,BMW,Automat,330,57000,Diesel,29 500 - 29 999,231,Sedan,Upplands Väsby,2006
103925,Hyundai,Manuell,ATOS,4000,Bensin,13 000 - 13 499,54,Småbil,Timrå,2000
103926,BMW,Manuell,118,0,Bensin,1 000 - 1 499,136,-,Enskede-Årsta-Skarpnäck,2017
103927,Ford,Automat,KUGA,150000,Diesel,15 000 - 15 499,179,SUV,Vänersborg,2015
103928,Ford,Manuell,MONDEO,27900,Bensin,17 500 - 17 999,145,Halvkombi,Örnsköldsvik,2007
103929,Opel,Manuell,RAK,19000,Bensin,19 500 - 19 999,155,Kombi,"Göteborg, Västra Göteborg",2006
103930,Citroën,Manuell,C4,29999,Diesel,3 500 - 3 999,108,Familjebuss,"Malmö, Centralt Norr",2007
103931,Saab,Manuell,9-5,42900,Bensin,17 500 - 17 999,184,Kombi,Vänersborg,2008
103932,Volvo,Automat,V70,42000,Diesel,30 000 - 34 999,184,Kombi,Piteå,2007
103933,Chevrolet,Automat,CK 25903,95000,Diesel,45 000 - 49 999,356,Familjebuss,Osby,2007
103934,Volvo,Automat,C70,75000,Diesel,19 500 - 19 999,179,-,Finspång,2007
103935,Citroën,Automat,C5,10000,Bensin,22 000 - 22 499,136,Kombi,"Göteborg, Västra Göteborg",2002
103936,Kia,Automat,SPORTAGE,109000,Diesel,19 000 - 19 499,183,SUV,Vallentuna,2012
103937,BMW,Manuell,X1,109000,Bensin,9 000 - 9 499,149,Halvkombi,Lomma,2011
103938,Peugeot,Manuell,308,53000,Bensin,10 000 - 10 499,149,Halvkombi,Uddevalla,2008
103939,Toyota,Manuell,YARIS,22000,Bensin,12 000 - 12 499,65,Småbil,Nacka,2004
103940,Volvo,Automat,S80,15000,Bensin,26 000 - 26 499,170,Sedan,Alvesta,2000
103941,Nissan,Automat,NAVARA,129900,Diesel,19 000 - 19 499,231,SUV,Mora,2012
103942,Volkswagen,Automat,PASSAT,12000,Bensin,23 000 - 23 499,100,Sedan,Helsingborg,2000
103943,Ford,Manuell,KUGA,99000,Diesel,10 000 - 10 499,140,Kombi,Färgelanda,2010
103944,BMW,Automat,M3,320000,Bensin,8 500 - 8 999,420,Coupé,Oskarshamn,2009
103945,Renault,Manuell,B,125000,Diesel,21 000 - 21 499,125,Yrkesfordon,Gävle,2011
103946,BMW,Manuell,116,60000,Bensin,11 000 - 11 499,115,Halvkombi,Sölvesborg,2006
103947,Volvo,Automat,V40,200000,Diesel,3 000 - 3 499,149,Halvkombi,Norrtälje,2015
103948,Volkswagen,Manuell,CADDY,79000,Diesel,15 500 - 15 999,74,Yrkesfordon,Finspång,2013
103949,Volkswagen,Manuell,SKÅP,32000,Diesel,23 500 - 23 999,84,Yrkesfordon,Enköping,2008
103950,Audi,Manuell,A6,65000,Bensin,10 500 - 10 999,170,Kombi,Landskrona,2007
103951,Peugeot,Automat,208,92000,Bensin,4 000 - 4 499,81,Småbil,Enskede-Årsta-Skarpnäck,2015
103952,Peugeot,Manuell,206,16000,Bensin,20 000 - 20 499,74,-,Gävle,2005
103953,Jaguar,Automat,XF,119900,Diesel,16 500 - 16 999,274,Sedan,Uppsala,2010
103954,Opel,Manuell,Vectra,65000,Bensin,12 000 - 12 499,280,Sedan,Linköping,2007
103955,Toyota,Manuell,AYGO,60000,Bensin,1 500 - 1 999,68,Halvkombi,Tranemo,2013
103956,Renault,Manuell,KA,8000,Bensin,22 000 - 22 499,107,Kombi,Uppsala,2003
103957,Audi,Automat,A5,135000,Diesel,19 000 - 19 499,239,Sedan,Västervik,2010
103958,Mercedes-Benz,Automat,318 CDI,160000,Diesel,14 500 - 14 999,183,Yrkesfordon,Upplands Väsby,2008
103959,Mercedes-Benz,Manuell,C220,107000,Diesel,17 500 - 17 999,170,Kombi,Karlstad,2011
103960,Volvo,Automat,V70,75000,Bensin,21 500 - 21 999,199,Kombi,Heby,2008
103961,Mitsubishi,Automat,L200,270000,Diesel,2 500 - 2 999,180,Yrkesfordon,Motala,2016
103962,Volkswagen,Manuell,GOL,68000,Diesel,11 500 - 11 999,104,Halvkombi,"Malmö, Centralt Norr",2011
103963,Toyota,Manuell,DYNA 100,25000,Diesel,15 000 - 15 499,88,Yrkesfordon,Huddinge,2005
103964,Dacia,Manuell,Dokker,44900,Diesel,9 000 - 9 499,89,Yrkesfordon,Östersund,2013
103965,Saab,Manuell,9-5,14500,Bensin,19 500 - 19 999,149,-,Köping,2005
103966,Volvo,Manuell,V40,13500,Bensin,13 500 - 13 999,122,Halvkombi,Eskilstuna,2000
103967,Citroën,Manuell,C3,7000,Bensin,26 000 - 26 499,73,Småbil,Hässleholm,2002
103968,Saab,Manuell,9-3,18000,Diesel,30 000 - 34 999,149,Sedan,Gislaved,2005
103969,Volkswagen,Manuell,SKÅP,37900,Miljöbränsle/Hybrid,18 000 - 18 499,108,Yrkesfordon,Höganäs,2010
103970,Renault,Manuell,MEGANE,24900,Bensin,7 500 - 7 999,112,Kombi,Växjö,2005
103971,Peugeot,Manuell,BOXER,29900,Diesel,26 500 - 26 999,127,Familjebuss,Värnamo,2002
103972,Ford,Automat,EXPLORER,75000,Miljöbränsle/Hybrid,15 500 - 15 999,209,Yrkesfordon,Eskilstuna,2004
103973,Mitsubishi,Manuell,LANCER,20000,Bensin,10 500 - 10 999,134,Sedan,Kalix,2005
103974,BMW,Automat,X1,132000,Diesel,8 000 - 8 499,142,SUV,Norsjö,2012
103975,Volkswagen,Manuell,PASSAT,109000,Bensin,16 000 - 16 499,149,Kombi,Kumla,2013
103976,Rover/BMC,Manuell,75,6000,Bensin,19 000 - 19 499,149,Sedan,"Göteborg, Östra Göteborg",2000
103977,Audi,Automat,A6,80000,Diesel,13 000 - 13 499,140,Kombi,Skärholmen-Bredäng,2008
103978,BMW,Automat,335,130000,Diesel,19 000 - 19 499,285,Kombi,Sollefteå,2007
103979,BMW,Automat,525,150000,Diesel,19 000 - 19 499,204,Kombi,Karlskrona,2011
103980,Audi,Manuell,A3,57000,Miljöbränsle/Hybrid,21 500 - 21 999,102,Halvkombi,Kungsholmen,2009
103981,Audi,Manuell,A4,27000,Bensin,19 000 - 19 499,163,Kombi,Hallstahammar,2004
103982,Volkswagen,Manuell,PASSAT,9000,Bensin,27 000 - 27 499,149,Kombi,Härryda,2003
103983,Audi,Manuell,Q5,179000,Diesel,16 000 - 16 499,149,SUV,Falköping,2016
103984,Volvo,Manuell,C70,35000,Bensin,20 500 - 20 999,193,Coupé,Piteå,2000
103985,Volvo,Manuell,V40,125000,Diesel,14 500 - 14 999,149,Sedan,Järfälla,2013
103986,Mercedes-Benz,Automat,B180,40000,Diesel,20 000 - 20 499,108,Kombi,Ängelholm,2006
103987,Volvo,Automat,V50,38000,Bensin,25 000 - 25 499,220,Kombi,Katrineholm,2004
103988,Opel,Manuell,Combo,13000,Diesel,18 000 - 18 499,69,Yrkesfordon,Karlstad,2005
103989,Volkswagen,Manuell,PASSAT,16000,Bensin,15 500 - 15 999,149,Kombi,Motala,2003
103990,BMW,Automat,535,150000,Diesel,20 500 - 20 999,285,Sedan,Järfälla,2009
103991,Audi,Automat,A5,100000,Diesel,22 000 - 22 499,190,Coupé,Uppsala,2009
103992,Saab,Manuell,9-5,10000,Bensin,30 000 - 34 999,149,Sedan,Östersund,2000
103993,Skoda,Manuell,OCT RS 20V TURBO,6500,Bensin,25 000 - 25 499,179,Halvkombi,Knivsta,2004
103994,Porsche,Automat,CAYENNE,469900,Bensin,11 000 - 11 499,500,SUV,Uppsala,2012
103995,Mazda,Manuell,3,164900,Bensin,3 000 - 3 499,119,Halvkombi,Linköping,2016
103996,Volkswagen,Manuell,PICK-UP,0,Diesel,21 000 - 21 499,88,Yrkesfordon,Falun,2003
103997,Volkswagen,Manuell,GOL,45000,Bensin,11 000 - 11 499,199,Halvkombi,Vetlanda,2005
103998,Volvo,Manuell,V70,32500,Diesel,30 000 - 34 999,163,Kombi,Piteå,2003
103999,Volvo,Manuell,V70,118500,Diesel,19 000 - 19 499,163,Kombi,Ljungby,2012
104000,Audi,Manuell,A6,5000,Bensin,23 000 - 23 499,170,Kombi,Umeå,2005
104001,Renault,Manuell,TRAFIC,51000,Diesel,16 000 - 16 499,114,Kombi,"Göteborg, Innerstaden",2011
104002,Mitsubishi,Manuell,OUTLANDER,39000,Bensin,21 000 - 21 499,201,SUV,Gävle,2007
104003,Volkswagen,Manuell,PICKUP,106250,Diesel,16 000 - 16 499,130,Yrkesfordon,Hörby,2006
104004,Volkswagen,Manuell,PASSAT,42000,Diesel,14 500 - 14 999,140,Kombi,"Göteborg, Östra Göteborg",2008
104005,Volkswagen,Manuell,GOL,14000,Bensin,18 000 - 18 499,100,Kombi,Sollentuna,2001
104006,Peugeot,Manuell,PARTNER,13500,Diesel,17 500 - 17 999,89,Coupé,"Malmö, Centralt Söder",2007
104007,Alfa Romeo,Manuell,156,12500,Bensin,18 500 - 18 999,155,Kombi,Sundsvall,2000
104008,Audi,Automat,A4,186000,Diesel,6 000 - 6 499,176,Kombi,Kalmar,2014
104009,Jeep,Automat,CHEROKEE,46000,Diesel,19 000 - 19 499,163,SUV,Skövde,2005
104010,Kia,Manuell,CEED,130000,Diesel,6 500 - 6 999,127,Kombi,Leksand,2015
104011,Volkswagen,Manuell,GOL,65000,Bensin,16 500 - 16 999,122,Kombi,Hässleholm,2010
104012,Volkswagen,Manuell,CADDY,100000,Diesel,12 500 - 12 999,110,Yrkesfordon,Övertorneå,2012
104013,Volkswagen,Manuell,PASSAT,9900,Bensin,35 000 - 39 999,149,Kombi,Gällivare,2000
104014,BMW,Manuell,118,73000,Diesel,12 000 - 12 499,142,Halvkombi,Norrköping,2010
104015,Volvo,Automat,XC60,185000,Diesel,8 500 - 8 999,163,SUV,"Göteborg, Hisingen",2013
104016,Citroën,Automat,C4,93000,Diesel,4 500 - 4 999,111,Halvkombi,Borås,2012
104017,Mitsubishi,Automat,SPACE STAR,12500,Bensin,14 000 - 14 499,122,Halvkombi,Borås,2001
104018,Hyundai,Manuell,TUCSON,39900,Diesel,12 000 - 12 499,140,SUV,Linköping,2006
104019,BMW,Automat,X5,109000,Diesel,30 000 - 34 999,285,SUV,Boxholm,2008
104020,Mercedes-Benz,Automat,C180,99000,Bensin,12 000 - 12 499,156,Sedan,Botkyrka,2010
104021,Saab,Manuell,9-3,18000,Bensin,23 500 - 23 999,149,-,Falun,2004
104022,Nissan,Automat,X-TRAIL,60000,Diesel,20 000 - 20 499,149,SUV,Västerås,2008
104023,Volvo,Automat,C70,99000,Diesel,21 500 - 21 999,184,Kombi,Älvsjö-Farsta-Vantör,2009
104024,Mazda,Manuell,2,94000,Diesel,10 000 - 10 499,184,Sedan,Härryda,2009
104025,Volvo,Automat,V70,40000,Miljöbränsle/Hybrid,35 000 - 39 999,199,Kombi,Linköping,2009
104026,Mercedes-Benz,Manuell,CITAN,85000,Diesel,9 000 - 9 499,74,Yrkesfordon,Sollefteå,2013
104027,Nissan,Manuell,KUBISTAR,19900,Diesel,15 000 - 15 499,65,Yrkesfordon,"Malmö, Centralt Norr",2005
104028,Volvo,Manuell,S60,44000,Bensin,22 000 - 22 499,209,Sedan,Hallsberg,2005
104029,Jeep,Manuell,RENEGADE,142000,Diesel,6 000 - 6 499,140,SUV,Västerås,2014
104030,Saab,Manuell,9-3,40000,Diesel,30 000 - 34 999,160,Sedan,Nynäshamn,2011
104031,Volkswagen,Manuell,PASSAT,0,Bensin,30 000 - 34 999,149,Kombi,Hedemora,2001
104032,Volvo,Automat,V70,35500,Bensin,40 000 - 44 999,199,Kombi,Vingåker,2008
104033,Dodge,Manuell,VIPER,425000,Bensin,4 000 - 4 499,505,Cab,Gävle,2004
104034,BMW,Manuell,318,24000,Bensin,20 000 - 20 499,142,Sedan,Vänersborg,2002
104035,Fiat,Manuell,STILO,13400,Bensin,19 000 - 19 499,133,Kombi,Vetlanda,2004
104036,Renault,Manuell,B,14500,Bensin,12 000 - 12 499,107,Småbil,Jönköping,2001
104037,BMW,Automat,520,180000,Diesel,14 000 - 14 499,183,Kombi,Örebro,2014
104039,Mercedes-Benz,Automat,CLK320,99000,Bensin,12 000 - 12 499,217,Coupé,Umeå,2005
104040,Opel,Manuell,Astra,6000,Bensin,23 000 - 23 499,89,Halvkombi,Kumla,2001
104041,Kia,Manuell,PICANTO,105000,Bensin,0 - 499,66,Småbil,Åsele,2018
104042,Hyundai,Automat,TUCSON,229000,Diesel,3 000 - 3 499,141,SUV,"Malmö, Centralt Norr",2017
104043,Volkswagen,Manuell,"VW CHASSI DH 2,5 4-MOT",109000,Diesel,20 000 - 20 499,130,Yrkesfordon,Upplands Väsby,2007
104044,Volvo,Manuell,V70,0,Bensin,35 000 - 39 999,170,Kombi,Kista-Hässelby-Vällingby-Spånga,2004
104045,Audi,Automat,A6,140000,Diesel,18 500 - 18 999,176,Kombi,Aneby,2012
104046,Volkswagen,Manuell,KOMBI,69000,Diesel,26 000 - 26 499,130,Yrkesfordon,Upplands Väsby,2007
104047,Volkswagen,Automat,TOURAN,113000,Diesel,14 500 - 14 999,170,Familjebuss,Bollnäs,2011
104048,Volvo,Manuell,XC60,220000,Diesel,3 500 - 3 999,163,Kombi,Mörbylånga,2014
104049,Opel,Manuell,Astra,79000,Bensin,6 500 - 6 999,140,Halvkombi,Kristinehamn,2010
104050,Volkswagen,Automat,GOL,164000,Bensin,5 000 - 5 499,160,Cab,Stenungsund,2012
104051,Chevrolet,Automat,TAHOE,39500,Bensin,35 000 - 39 999,273,SUV,Tyresö,2002
104052,Citroën,Manuell,C2,3900,Bensin,18 000 - 18 499,73,Småbil,Kista-Hässelby-Vällingby-Spånga,2004
104053,Volvo,Automat,V50,35000,Diesel,27 000 - 27 499,179,Kombi,Laholm,2006
104054,Volvo,Manuell,S60,50000,Miljöbränsle/Hybrid,14 000 - 14 499,140,Coupé,Munkedal,2006
104055,Mitsubishi,Manuell,GRANDIS,23000,Bensin,23 000 - 23 499,164,Familjebuss,Laxå,2004
104056,BMW,Manuell,320,149000,Diesel,10 500 - 10 999,183,Kombi,Halmstad,2013
104057,Volkswagen,Manuell,CADDY,21000,Diesel,30 000 - 34 999,104,Kombi,Söderhamn,2006
104058,Saab,Manuell,9-5,13000,Bensin,19 000 - 19 499,184,Kombi,Östermalm-Djurgården,2004
104059,Volvo,Manuell,S60,158000,Bensin,1 000 - 1 499,149,Sedan,Svalöv,2014
104060,Nissan,Manuell,QASHQAI,78500,Diesel,17 000 - 17 499,103,SUV,Mark,2010
104061,Chrysler,Automat,VOYAGER,45000,Bensin,15 500 - 15 999,174,Familjebuss,Hylte,2006
104062,Renault,Manuell,B,150000,Diesel,22 000 - 22 499,125,Yrkesfordon,Gävle,2013
104063,Volkswagen,Manuell,CC,105000,Bensin,11 000 - 11 499,199,Coupé,Gislaved,2009
104064,BMW,Manuell,325,36500,Bensin,25 500 - 25 999,191,Sedan,Linköping,2003
104065,Peugeot,Manuell,308,99000,Bensin,7 500 - 7 999,149,Cab,Ängelholm,2010
104066,Mercedes-Benz,Manuell,VITO,149000,Diesel,1 500 - 1 999,114,Yrkesfordon,Öckerö,2015
104067,Dodge,Automat,RAM,220000,Bensin,26 000 - 26 499,390,-,Kristinehamn,2010
104068,BMW,Automat,525,155000,Diesel,19 000 - 19 499,217,Kombi,Kungsör,2013
104069,Toyota,Manuell,RAV4,39900,Diesel,30 000 - 34 999,176,SUV,Tidaholm,2006
104070,Volvo,Manuell,V70,28000,Diesel,35 000 - 39 999,184,Kombi,Hällefors,2006
104071,Skoda,Manuell,Citigo,46000,Bensin,9 000 - 9 499,74,Småbil,Österåker,2013
104072,Mercedes-Benz,Automat,C400,395000,Bensin,3 000 - 3 499,333,Kombi,Lidingö,2016
104073,Skoda,Manuell,Fabia,38000,Bensin,6 500 - 6 999,74,Småbil,Borås,2007
104074,Toyota,Manuell,PREVIA,25900,Bensin,26 000 - 26 499,156,Kombi,Västerås,2001
104075,Opel,Manuell,Astra,23800,Bensin,29 000 - 29 499,115,Halvkombi,Linköping,2008
104076,Jaguar,Automat,X-TYPE,52000,Bensin,17 000 - 17 499,195,Kombi,Lund,2004
104077,Nissan,Manuell,NV200,45000,Diesel,12 000 - 12 499,89,Yrkesfordon,Järfälla,2012
104078,Saab,Manuell,9-5,0,Bensin,30 000 - 34 999,191,Sedan,Rättvik,2000
104079,Mercedes-Benz,Automat,E220,249000,Diesel,7 500 - 7 999,170,Sedan,Jönköping,2014
104080,Porsche,Automat,CAYENNE,106000,Bensin,21 000 - 21 499,450,SUV,Åre,2005
104081,Saab,Manuell,9-3,15500,Diesel,35 000 - 39 999,149,Kombi,Markaryd,2006
104082,Kia,Automat,PICANTO,2447,Bensin,0 - 499,84,Småbil,Kungsholmen,2018
104083,Ford,Manuell,MONDEO,5900,Bensin,28 000 - 28 499,145,Halvkombi,Bollebygd,2002
104084,Mitsubishi,Manuell,GALANT,9000,Bensin,20 000 - 20 499,144,-,Sundsvall,2002
104085,Ford,Manuell,FOCUS,7990,Bensin,28 000 - 28 499,130,Kombi,Norrköping,2004
104086,Volvo,Manuell,V90,280000,Diesel,1 000 - 1 499,149,-,Jönköping,2017
104087,Skoda,Manuell,"PICK-UP 1,6",6500,Bensin,27 000 - 27 499,74,Yrkesfordon,Gnosjö,2000
104088,Alfa Romeo,Manuell,147,27500,Diesel,22 000 - 22 499,115,Småbil,Håbo,2005
104089,Volvo,Automat,V70,78000,Bensin,23 500 - 23 999,231,Kombi,Karlstad,2010
104090,Ford,Manuell,FIESTA,23900,Bensin,15 500 - 15 999,69,Småbil,Varberg,2006
104091,Chevrolet,Manuell,NUBIRA,10000,Bensin,17 500 - 17 999,108,Kombi,"Malmö, Sydost",2006
104092,Ford,Manuell,FOCUS,199000,Bensin,10 500 - 10 999,304,Halvkombi,Nynäshamn,2010
104093,Hyundai,Automat,IX35,83000,Diesel,18 500 - 18 999,183,SUV,Hudiksvall,2011
104094,Audi,Manuell,A4,20000,Bensin,29 500 - 29 999,125,Sedan,Mark,2000
104095,Volkswagen,Manuell,PASSAT,38000,Diesel,29 500 - 29 999,140,Kombi,Lycksele,2009
104096,Mercedes-Benz,Manuell,C180,45000,Bensin,20 500 - 20 999,142,Sedan,Huddinge,2007
104097,Volvo,Manuell,V70,61000,Diesel,22 000 - 22 499,108,Kombi,Halmstad,2011
104098,Mercedes-Benz,Automat,SL500,120000,Bensin,20 500 - 20 999,306,Cab,"Göteborg, Västra Göteborg",2003
104099,Volkswagen,Manuell,TIGUAN,142000,Bensin,5 500 - 5 999,160,SUV,Älmhult,2014
104100,Cadillac,Automat,CTS,59000,Bensin,19 500 - 19 999,257,Sedan,Hägersten-Liljeholmen,2005
104101,Iveco,Automat,50C17A V,100000,Diesel,18 000 - 18 499,170,Yrkesfordon,Kristianstad,2010
104102,Mercedes-Benz,Manuell,316 CDI,110000,Diesel,25 000 - 25 499,163,Yrkesfordon,Gotland,2010
104103,BMW,Automat,320,70000,Diesel,22 000 - 22 499,176,Kombi,Karlskoga,2008
104104,Volvo,Automat,V60,129000,Diesel,14 500 - 14 999,163,Kombi,Falun,2013
104105,Fiat,Automat,QUBO,19000,Diesel,16 500 - 16 999,74,Yrkesfordon,Hässleholm,2012
104106,BMW,Automat,123,105000,Diesel,16 500 - 16 999,204,Halvkombi,Gagnef,2009
104107,Volvo,Manuell,V40,120000,Diesel,13 500 - 13 999,114,Halvkombi,Luleå,2014
104108,Skoda,Manuell,"OCT CO 2,0 TDI 4X4",32000,Diesel,26 000 - 26 499,140,Kombi,Ljusdal,2007
104109,Citroën,Manuell,C4,27000,Bensin,14 000 - 14 499,108,-,Laholm,2008
104110,Fiat,Manuell,STILO,13000,Bensin,16 000 - 16 499,133,Halvkombi,Mölndal,2004
104111,Volvo,Automat,XC90,90000,Diesel,22 500 - 22 999,184,SUV,Västervik,2007
104112,Mazda,Manuell,RX-8,53000,Bensin,9 500 - 9 999,231,Coupé,"Malmö, Sydost",2006
104113,Renault,Manuell,MEGANE,14900,Bensin,11 000 - 11 499,163,Kombi,Hägersten-Liljeholmen,2006
104114,Fiat,Manuell,PUNTO,8000,Bensin,20 000 - 20 499,59,Småbil,Avesta,2001
104115,Ford,Automat,MUSTANG,115000,Bensin,5 500 - 5 999,213,Coupé,Sollentuna,2007
104116,Volkswagen,Manuell,PASSAT,138000,Diesel,8 000 - 8 499,140,Kombi,Tjörn,2014
104117,Mercedes-Benz,Automat,C200,33000,Bensin,18 000 - 18 499,163,Sedan,Helsingborg,2001
104118,Kia,Automat,SORENTO,95000,Diesel,18 000 - 18 499,197,SUV,Falköping,2009
104119,Volvo,Manuell,S40,13000,Bensin,22 500 - 22 999,122,Sedan,Alingsås,2004
104120,Porsche,Automat,CAYENNE,69900,Bensin,17 000 - 17 499,340,SUV,Trelleborg,2003
104121,Volvo,Manuell,S40,66500,Bensin,15 500 - 15 999,125,Sedan,Skövde,2010
104122,Dodge,Automat,RAM,135000,Bensin,27 000 - 27 499,345,-,Kungälv,2007
104123,Toyota,Manuell,MR2,55000,Bensin,11 000 - 11 499,140,-,Motala,2000
104124,Hyundai,Manuell,I20,65000,Bensin,3 000 - 3 499,99,Småbil,Kiruna,2010
104125,Mercedes-Benz,Automat,E320,69000,Diesel,20 000 - 20 499,204,Kombi,Lidköping,2005
104126,Nissan,Manuell,X-TRAIL,145000,Diesel,5 000 - 5 499,130,SUV,"Göteborg, Västra Göteborg",2014
104127,Volvo,Automat,XC90,91000,Diesel,21 000 - 21 499,184,SUV,Hägersten-Liljeholmen,2009
104128,Opel,Manuell,Zafira,80000,Miljöbränsle/Hybrid,5 000 - 5 499,149,Familjebuss,"Göteborg, Östra Göteborg",2010
104129,Volvo,Automat,V70,0,Diesel,25 500 - 25 999,163,Kombi,Åre,2005
104130,Saab,Automat,9-5,2500,Bensin,27 500 - 27 999,149,Sedan,Halmstad,2000
104131,Hyundai,Automat,SANTA FE,89000,Diesel,15 000 - 15 499,197,SUV,Motala,2010
104132,BMW,Manuell,325,30000,Bensin,27 500 - 27 999,217,Sedan,Östhammar,2006
104133,BMW,Manuell,323,0,Bensin,29 000 - 29 499,170,Coupé,Kramfors,2000
104134,Kia,Automat,CEED,55000,Diesel,11 000 - 11 499,114,Kombi,Nybro,2009
104135,Saab,Manuell,9-5,55000,Bensin,16 500 - 16 999,149,Kombi,Kristianstad,2010
104136,Volkswagen,Automat,AMAROK,270000,Diesel,9 000 - 9 499,179,SUV,Gotland,2014
104137,Saab,Manuell,9-5,10000,Diesel,40 000 - 44 999,176,Sedan,Åre,2003
104138,Volvo,Automat,V70,23000,Bensin,25 500 - 25 999,170,Kombi,Skurup,2002
104139,BMW,Automat,730,295000,Diesel,13 000 - 13 499,258,Sedan,Linköping,2013
104140,Toyota,Manuell,VERSO,32000,Diesel,24 500 - 24 999,176,Kombi,Helsingborg,2007
104141,Honda,Manuell,CIVIC,150000,Bensin,14 000 - 14 499,199,Coupé,Hässleholm,2004
104142,Audi,Manuell,A4,59000,Bensin,18 500 - 18 999,199,Kombi,Haninge,2006
104143,Volkswagen,Automat,PASSAT,70000,Bensin,12 000 - 12 499,149,Kombi,Härjedalen,2010
104144,Cadillac,Automat,SRX,118000,Bensin,10 000 - 10 499,258,SUV,Ängelholm,2008
104145,Mini,Manuell,COOPER,85500,Diesel,8 000 - 8 499,108,Halvkombi,"Malmö, Centralt Norr",2011
104146,Saab,Manuell,9-3,60000,Diesel,22 000 - 22 499,160,Sedan,Uddevalla,2011
104147,Mitsubishi,Manuell,ASX,125000,Bensin,4 000 - 4 499,116,SUV,Växjö,2015
104148,Volkswagen,Manuell,CC,85000,Bensin,12 500 - 12 999,160,Sedan,Trollhättan,2009
104149,Porsche,Manuell,911,290000,Bensin,9 500 - 9 999,319,Coupé,Linköping,2002
104150,BMW,Automat,520,65000,Diesel,27 000 - 27 499,163,Kombi,Sundsvall,2007
104151,Mercedes-Benz,Automat,CLK320,32000,Bensin,17 500 - 17 999,217,Coupé,Svedala,2001
104152,Renault,Manuell,B,13500,Bensin,17 000 - 17 499,74,Småbil,Linköping,2002
104153,Toyota,Manuell,AVENSIS,27000,Bensin,24 500 - 24 999,146,Kombi,"Malmö, Öster",2004
104154,Volvo,Manuell,XC60,210000,Diesel,15 500 - 15 999,220,SUV,Älvsjö-Farsta-Vantör,2017
104155,Volvo,Manuell,V70,34900,Diesel,28 500 - 28 999,163,Kombi,Markaryd,2007
